Country,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
South Africa,#N/A,#N/A,#N/A,#N/A,2.111460762,2.426570342,2.56214999,2.822624256,2.346878362,2.248537907,1.958601933,2.318855373,2.62979519,2.599754858,2.306442001,3.163588915,4.026352306,4.699104653,5.260175984,6.402660836,7.396554596,5.38638919,8.263065002,10.79563445,9.882450371,9.506310533,9.258950265,8.02653682,7.411081697,8.822943112,#N/A,#N/A,#N/A
South Korea,#N/A,#N/A,#N/A,#N/A,2.111460762,2.426570342,2.56214999,2.822624256,2.346878362,2.248537907,1.958601933,2.318855373,2.62979519,2.599754858,2.306442001,3.163588915,4.026352306,4.699104653,5.260175984,6.402660836,7.396554596,5.38638919,8.263065002,10.79563445,9.882450371,9.506310533,9.258950265,8.02653682,7.411081697,8.822943112,#N/A,#N/A,#N/A
South Sudan,#N/A,#N/A,#N/A,#N/A,2.111460762,2.426570342,2.56214999,2.822624256,2.346878362,2.248537907,1.958601933,2.318855373,2.62979519,2.599754858,2.306442001,3.163588915,4.026352306,4.699104653,5.260175984,6.402660836,7.396554596,5.38638919,8.263065002,10.79563445,9.882450371,9.506310533,9.258950265,8.02653682,7.411081697,8.822943112,#N/A,#N/A,#N/A
Spain,#N/A,4.446371021,5.563222835,6.018491597,6.431750554,6.096847667,7.318787686,8.961605632,10.15922934,10.62406963,10.92511908,11.14929289,11.33432292,11.61488379,12.5872283,15.60047134,18.27273539,19.27984268,21.40612021,25.37539215,27.92314676,22.31322079,24.62653304,29.81709645,28.59364457,31.09636476,31.86493118,27.81220102,28.17766737,31.9621896,#N/A,#N/A,#N/A
Sri Lanka,#N/A,#N/A,0.191260006,0.198722534,0.245398502,0.28469417,0.320966246,#N/A,#N/A,#N/A,#N/A,0.446727117,0.533751784,0.472387168,0.472297286,0.48678305,0.546664279,0.615985531,0.676000105,0.766131477,0.81768169,0.712149078,0.83040518,1.001128153,0.936978404,1.000487892,1.12954859,1.043972966,1.05458933,1.174103679,#N/A,#N/A,#N/A
Sudan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.338388112,#N/A,#N/A,0.558751692,#N/A,0.424064267,#N/A,#N/A,#N/A
Suriname,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.053676051,0.048267763,0.042671373,#N/A,#N/A,0.035584099,0.050697564,0.039574606,0.046020309,0.060587324,0.08075976,0.099742081,0.117459606,0.135905711,0.174341146,0.140183856,0.202556657,0.246687193,0.238046901,0.220444133,0.191767079,0.181431667,0.123528318,0.144101946,#N/A,#N/A,#N/A
Swaziland,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.088931307,0.078158816,0.108682042,0.165459716,0.213880938,0.127778181,0.146282174,0.111327785,#N/A,#N/A,#N/A,#N/A,#N/A,0.18617827,0.188359741,0.174652216,0.157194118,0.180162334,#N/A,#N/A,#N/A
Sweden,#N/A,#N/A,#N/A,#N/A,5.577114829,4.967747584,6.107711078,7.743632179,8.340819968,8.147733709,8.499177062,7.566061664,8.693736087,7.630331648,8.29834116,10.24109494,12.33097002,13.02637205,14.7370408,16.90614769,18.38806419,13.11161754,15.8410622,18.68981101,17.24391641,16.74946771,16.46800128,14.00012056,13.94561994,15.29022019,#N/A,#N/A,#N/A
Switzerland,5.071133901,5.153564262,6.379380736,6.153172582,6.567494451,6.318455603,7.036002304,8.164111155,7.97769728,7.614994022,7.885564314,8.02997207,8.046716201,8.209769745,9.199236695,10.49718782,12.30099105,13.09296317,14.78562863,17.22809733,20.06147543,17.2702655,19.56092802,23.48192623,31.22826732,35.79052235,31.11458842,29.19591939,30.46912972,29.93086931,#N/A,#N/A,#N/A
Syria,5.071133901,5.153564262,6.379380736,6.153172582,6.567494451,6.318455603,7.036002304,8.164111155,7.97769728,7.614994022,7.885564314,8.02997207,8.046716201,8.209769745,9.199236695,10.49718782,12.30099105,13.09296317,14.78562863,17.22809733,20.06147543,17.2702655,19.56092802,23.48192623,31.22826732,35.79052235,31.11458842,29.19591939,30.46912972,29.93086931,#N/A,#N/A,#N/A
Taiwan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.079864193,2.693113444,2.361152287,2.217726807,0.644988189,1.091937078,1.154571021,1.438003791,0.96937969,1.135292363,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Tajikistan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0692346,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Thailand,#N/A,2.005825946,2.30687191,2.84208681,3.247440077,3.716683366,4.523549491,5.643934106,5.567812813,5.828251238,5.358349495,5.842303213,6.881898957,6.491922591,6.810786505,8.03232744,9.624790128,11.01100342,13.05800461,15.35711262,17.59079153,15.24972026,19.53115203,22.88239727,22.95445133,22.85274404,22.75727641,21.43093758,21.53872955,23.66340377,#N/A,#N/A,#N/A
The Bahamas,#N/A,2.005825946,2.30687191,2.84208681,3.247440077,3.716683366,4.523549491,5.643934106,5.567812813,5.828251238,5.358349495,5.842303213,6.881898957,6.491922591,6.810786505,8.03232744,9.624790128,11.01100342,13.05800461,15.35711262,17.59079153,15.24972026,19.53115203,22.88239727,22.95445133,22.85274404,22.75727641,21.43093758,21.53872955,23.66340377,#N/A,#N/A,#N/A
Togo,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.016173458,0.038275418,0.040962128,0.034815082,0.039342048,0.036034298,0.019198885,0.022024583,0.025059829,0.049456995,0.038963947,0.035990415,#N/A,0.028002779,0.066356067,0.07378596,0.074136866,0.099390841,0.111906195,0.129107518,0.095989568,0.079241926,0.080198937,0.074925502,#N/A,#N/A,#N/A
Trinidad and Tobago,#N/A,#N/A,#N/A,0.19835095,0.186504205,0.166210253,0.195427802,0.246697933,0.256924365,0.256960998,0.226375731,0.280566426,0.427369687,0.511543701,0.385332889,0.524127686,0.651720231,0.961148034,1.401873357,1.339624546,1.865042523,0.912597063,1.098167947,1.487515791,1.215920219,1.659749921,1.452614492,1.075557104,#N/A,#N/A,#N/A,#N/A,#N/A
Tunisia,#N/A,#N/A,#N/A,0.369949875,0.403989862,0.380449459,0.4584448,0.547462611,0.551731814,0.555937075,0.573791283,0.578803405,0.585002581,0.660860499,0.687122794,0.802677779,0.968472172,1.049361981,1.169435065,1.516539623,1.931995741,1.444513603,1.642657044,1.784696454,1.700744591,1.706046462,1.67597477,1.407348759,1.357513095,1.419981634,#N/A,#N/A,#N/A
Turkey,#N/A,1.16272855,1.29593815,1.35934464,1.471460762,1.534891315,1.810603008,2.159862579,2.304771686,2.624468378,2.688136192,2.658717286,2.74853591,3.13339444,3.576198131,4.72528363,6.31209488,7.347640814,8.553467552,10.72717499,13.20271956,10.21426126,11.38832192,13.49068688,15.24617366,15.18026371,15.76101577,14.38503764,14.25295838,15.69929404,#N/A,#N/A,#N/A
Turkmenistan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.075109356,0.059385768,0.118699085,0.250554554,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Uganda,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.044910749,0.057527744,0.071473434,0.04024032,0.050985085,0.050570067,0.040282351,0.045052717,0.046738,0.053159986,0.06535424,0.081280955,0.096219342,0.133666812,0.172429481,0.156761442,0.161860326,0.215907732,0.235749325,0.240773558,0.226196444,0.226700869,0.248231342,0.290146568,#N/A,#N/A,#N/A
Ukraine,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.440024269,1.421747507,1.26374103,1.15815721,1.457255014,1.626473434,1.792743223,2.306684556,3.266613194,3.422797396,3.83676093,4.92943897,6.695230646,3.969564759,5.143028558,6.839303421,6.869449545,6.332046879,5.391330243,3.812703956,3.636103246,4.342839106,#N/A,#N/A,#N/A
United Arab Emirates,#N/A,#N/A,#N/A,0.048558989,0.050447283,0.337966797,#N/A,#N/A,#N/A,#N/A,#N/A,2.647922634,3.771988928,3.26691573,5.21634,6.7135,9.0638,11.54529932,14.2505,15.6634,21,17.4725,19.8362,25.2556,35.0123,37.12176821,34.30430696,30.04786478,29.50466911,31.35592985,#N/A,#N/A,#N/A
United Kingdom,#N/A,#N/A,#N/A,#N/A,#N/A,16.74117284,19.87973448,23.43722025,25.36220918,27.89069695,27.02952854,26.54424931,29.48990466,27.94254585,28.59962543,31.20598997,35.50279536,39.27440187,45.85985574,45.40054899,48.20209619,35.96155401,42.20141185,51.72886934,48.12257537,54.80418533,51.11454429,46.62956828,41.14633556,44.20657072,#N/A,#N/A,#N/A
United Republic of Tanzania,#N/A,#N/A,#N/A,#N/A,#N/A,16.74117284,19.87973448,23.43722025,25.36220918,27.89069695,27.02952854,26.54424931,29.48990466,27.94254585,28.59962543,31.20598997,35.50279536,39.27440187,45.85985574,45.40054899,48.20209619,35.96155401,42.20141185,51.72886934,48.12257537,54.80418533,51.11454429,46.62956828,41.14633556,44.20657072,#N/A,#N/A,#N/A
United States of America,#N/A,#N/A,#N/A,42.15554048,44.7330091,46.4757162,51.2336855,58.29646746,62.27841516,68.75325399,68.04345979,69.27838085,78.18306728,72.90804211,69.30683067,72.47365834,81.48443942,90.10414113,103.7029245,116.253815,129.9898877,105.6712078,127.8099187,148.1682202,154.4932014,157.7587252,161.9742864,150.1845864,145.0906273,154.5809598,#N/A,#N/A,#N/A
Uruguay,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.191447565,0.210617408,0.239744538,0.272951808,0.276965069,0.223704192,0.229540068,0.205757975,0.186103766,0.220814969,0.293722812,0.342189184,0.39893212,0.451754943,0.5941895,0.54047632,0.672416171,0.791174931,0.870921734,0.906575363,0.916570759,0.766951456,0.696355203,0.788938738,#N/A,#N/A,#N/A
Uzbekistan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.0079471,#N/A,#N/A,#N/A
Vanuatu,#N/A,#N/A,#N/A,#N/A,#N/A,0.000136353,0.002073415,#N/A,#N/A,#N/A,#N/A,#N/A,0.002332796,#N/A,#N/A,#N/A,#N/A,#N/A,0.00366984,0.002990586,#N/A,0.003774561,0.004617404,0.006353192,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Venezuela,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.66496512,1.909302272,2.307234202,2.288984678,1.705410765,2.007619174,3.094810969,2.530427583,2.398724377,2.497428473,3.988665207,5.541287745,6.138524016,#N/A,8.347784324,5.658310032,6.696267265,9.109418349,9.503487207,8.79612133,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Vietnam,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.4482743,1.502919245,1.670605254,2.014932375,2.648503471,3.244712917,3.98262228,4.856134319,6.26851297,5.709627446,7.2236665,9.690567396,11.4529171,13.2032854,15.02171388,16.20167425,17.65807866,21.5118607,#N/A,#N/A,#N/A
West Bank,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.4482743,1.502919245,1.670605254,2.014932375,2.648503471,3.244712917,3.98262228,4.856134319,6.26851297,5.709627446,7.2236665,9.690567396,11.4529171,13.2032854,15.02171388,16.20167425,17.65807866,21.5118607,#N/A,#N/A,#N/A
Western Sahara,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.4482743,1.502919245,1.670605254,2.014932375,2.648503471,3.244712917,3.98262228,4.856134319,6.26851297,5.709627446,7.2236665,9.690567396,11.4529171,13.2032854,15.02171388,16.20167425,17.65807866,21.5118607,#N/A,#N/A,#N/A
Yemen,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.407248678,0.56076656,0.665408409,0.629894274,0.758378411,0.62589552,0.643747701,0.694766741,0.706205947,0.712980623,0.241688781,0.050985774,#N/A,#N/A,#N/A,#N/A,#N/A
Zambia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.105500557,0.092634947,0.112342944,0.103225696,0.10629033,0.089236202,0.098741099,0.095634902,0.098044469,0.157562674,0.180976261,0.377037035,0.461745433,0.5098688,0.431205454,0.720026706,0.900094603,0.93646527,1.059406923,0.968791824,0.698318437,#N/A,0.815755869,#N/A,#N/A,#N/A
Zimbabwe,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.184590579,#N/A,#N/A,#N/A,#N/A,#N/A,0.120666323,0.232737095,#N/A,0.192149294,0.139360237,0.642735652,0.330836402,0.169388873,0.22688977,0.319923116,0.351212548,0.388242909,0.350729602,0.306374136,0.270409595,0.283231001,0.348038187,#N/A,#N/A,#N/A
