Country,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Panama,#N/A,0.01,0.01,0.01,0.01,0.01,#N/A,-0.004,-0.005,-0.002,-0.001,-0.001,-0.006,-0.012,-0.012,-0.006,#N/A,-0.013,-0.006,-0.008,-0.014,-0.01304568,-0.02195154,-0.00139954,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00305,0.00685,0.00262,0.00446,0.00446,0.00446,#N/A,#N/A
Papua New Guinea,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.002,0.53,1.26,1.09756164,1.00057534,1.03360656,0.8009863,0.79063014,0.96657534,0.700853,0.67523364,0.55153425,0.50493151,0.45601421,0.4030437,0.4875189,0.38681014,0.41462191,0.39705945,0.30959521,0.29319644,0.27470601,0.23104644,0.49643,0.5758437,0.56074803,0.50573411,0.44655603,#N/A,#N/A
Paraguay,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.000641602,0.000678121,0.000719551,0.000771384,0.001,0.000740733,0.000000769,0.000516952,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-2.67428E-05,-0.000024293,-9.25053E-05,-5.73743E-05,0.000905346,0.00627,0.008,0.011,0.017,0.022,0.0245,0.02639,0.02945,0.03313,0.03571,0.03981,0.04767,0.04178,0.07386,#N/A,#N/A
Peru,#N/A,2,1.99,2.01,1.74,1.87,1.93,1.77,1.62,1.4,1.29,1.28,1.14,1.15,1.26,1.27517808,1.29721918,1.20636066,1.19410959,1.15676712,1.07254795,0.99565474,0.95999722,0.9664867,0.9201186,0.93779189,1.12140696,1.19047153,1.15938069,1.21784478,1.48864507,1.59951803,1.58919918,1.59674956,1.74384537,1.7928937,1.55817063,1.4182156,1.40777945,1.41137753,#N/A,#N/A
Philippines,#N/A,0.16,0.03,0.09,0.14,0.13,0.1,0.079,0.055,0.059,0.047,0.038,0.026,0.073,0.078,0.06113973,0.03061644,-0.016,-0.021,-0.015,-0.008,-0.00424572,0.07837912,0.10432727,0.1409612,0.24306951,0.25771,0.26287,0.25389304,0.27218495,0.395,0.3756,0.38875,0.35501,0.41257,0.45247,0.35945288,0.33258,0.28263,0.26597247,#N/A,#N/A
Poland,#N/A,0.08,0.08,0.055,0.05,0.058,0.058,0.064,0.057,0.057,0.044,0.045,0.051,0.066,0.083,0.085,0.082,0.091,0.104,0.138,0.178,0.22806896,0.24793299,0.23017364,0.22540038,0.34791246,0.3926763,0.40228,0.35231822,0.36304235,0.34246205,0.38953589,0.37641671,0.44892639,0.54820658,0.55289534,0.55705438,0.53366825,0.53382288,0.62897767,#N/A,#N/A
Portugal,#N/A,-0.026,-0.023,-0.031,-0.028,-0.014,-0.008,-0.004,-0.004,0.003,-0.004,-0.003,-0.009,-0.012,-0.008,0.007,0.028,0.03,0.034,0.032,0.031,0.02408893,0.03885367,0.0374534,0.04537244,0.03848689,0.04052,0.05591,0.06356315,0.07475098,0.05417,0.10834,0.1148,0.09318,0.12119,0.11959,0.1269,0.12932,0.12605,0.12605,#N/A,#N/A
Puerto Rico,#N/A,#N/A,-0.01,-0.02,-0.01,0.024,-0.01,-0.01,0.01,0.01,0.008,0.018,0.028,0.015,0.047,0.033,0.017,0.018,0.016,0.014,0.009,0.0045721,-0.00132112,0.00436076,0.00721806,0.01353952,0.01349,0.00085,0.01328,0.00663,0.00538,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Qatar,#N/A,4.83,4.3,3.61,3.21,4.23,3.32,3.31,3.19,3.78,4.06,4.48,4.47,4.8,4.7,4.66976712,4.98687671,5.62978142,6.22563014,7.8330274,7.78752055,8.79049133,8.80248577,8.70759271,10.18626896,11.62075402,12.53606644,12.83664151,13.50867479,14.59214246,15.69321008,17.80299077,19.15188,20.03212896,20.5338,20.51242658,20.14188562,19.87192978,19.72722808,19.39681712,#N/A,#N/A
Republic of Serbia,#N/A,4.83,4.3,3.61,3.21,4.23,3.32,3.31,3.19,3.78,4.06,4.48,4.47,4.8,4.7,4.66976712,4.98687671,5.62978142,6.22563014,7.8330274,7.78752055,8.79049133,8.80248577,8.70759271,10.18626896,11.62075402,12.53606644,12.83664151,13.50867479,14.59214246,15.69321008,17.80299077,19.15188,20.03212896,20.5338,20.51242658,20.14188562,19.87192978,19.72722808,19.39681712,#N/A,#N/A
Republic of the Congo,#N/A,4.83,4.3,3.61,3.21,4.23,3.32,3.31,3.19,3.78,4.06,4.48,4.47,4.8,4.7,4.66976712,4.98687671,5.62978142,6.22563014,7.8330274,7.78752055,8.79049133,8.80248577,8.70759271,10.18626896,11.62075402,12.53606644,12.83664151,13.50867479,14.59214246,15.69321008,17.80299077,19.15188,20.03212896,20.5338,20.51242658,20.14188562,19.87192978,19.72722808,19.39681712,#N/A,#N/A
Romania,#N/A,2.52,2.55,2.56,2.55,2.52,2.35,2.33,2.27,2.03,1.9,1.67,1.46,1.47,1.43,1.48916438,1.49,1.502,1.491,1.47443836,1.40110959,1.37159149,1.395882,1.40428322,1.33658197,1.31631732,1.24721849,1.1664129,1.15651271,1.16984607,1.12698904,1.06451863,1.0650914,1.02539986,1.05056625,1.05089671,1.02909795,0.96469836,0.90744726,0.88089932,#N/A,#N/A
Russia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,78.19,69.51,63.07084932,61.72721918,60.16874317,61.01084932,60.69582192,63.12383562,67.2363889,71.59734757,76.58891183,85.34778552,92.73770374,95.11241178,97.32350384,99.38182175,98.75032672,100.4955234,102.9005458,104.121341,106.0004269,107.7062055,108.5816907,110.5211999,112.627462,112.2292978,114.0139827,#N/A,#N/A
Rwanda,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0001,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Saudi Arabia,#N/A,102.85,102.65,69.29,54.3,50.33,37.78,52.55,46.74,55.77,55.55,70.19,87.9,90.36,88.94,91.01178082,92.35190411,92.37669945,94.00294521,94.71576712,89.06975342,94.75748954,91.56639951,88.09506658,100.7681061,107.9624133,114.9630799,110.9843877,107.4862285,114.2860043,103.1471145,109.08355,114.6986316,118.406744,116.9972368,116.2868047,120.8738863,124.0276104,121.0492014,124.1869,#N/A,#N/A
Senegal,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.001,-0.001,-0.002,-0.001,-0.002,-0.000949678,-0.000630392,-0.000455699,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.000154755,-0.000275258,-0.000211267,-0.000312875,-0.000587565,-0.00039,-0.00013,-0.00065,-0.00081,-0.00032,0.00039,0.00016,-0.00067,-0.00044,-0.00029,-0.00033,-0.00032,-0.00033,-0.00033,#N/A,#N/A
Sierra Leone,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.000114541,-0.000538721,-0.000397859,-0.000382287,-0.000379803,-0.000375701,-7.39125E-05,-0.000346137,0.001,#N/A,#N/A,#N/A,#N/A,#N/A,-2.04215E-05,#N/A,8.36068E-06,3.99293E-05,7.00834E-06,0.00003,0.00029,0.00025,0.00033,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Slovakia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.008,0.011,0.02,0.021,0.02,0.017,0.015,0.03190721,0.04066597,0.0899217,0.09872504,0.11161191,0.12866685,0.12923,0.08609548,0.10661869,0.07537425,0.12669,0.10767,0.09682,0.11852,0.1145,0.1357,0.12541,0.14559,0.14559,#N/A,#N/A
Slovenia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.001,4.60128E-05,-0.001,#N/A,#N/A,#N/A,#N/A,#N/A,0.000283272,0.00015568,0.000150453,0.000118496,0.00006,0.00105,0.00105,0.00105,0.00165,0.00145,0.00375,0.00015,0.00025,0.00035,0.00005,0.00005,0.00005,0.00255,0.00255,#N/A,#N/A
Solomon Islands,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Somalia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.002,0.001,0.001,0.001,0.001,0.000596557,0.000538062,0.000537357,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Somaliland,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.002,0.001,0.001,0.001,0.001,0.000596557,0.000538062,0.000537357,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
South Africa,#N/A,#N/A,0.04,0.2,0.55,0.55,0.6,0.67,0.72,0.67,0.77,0.77,0.77,1.4,1.95,1.95,2.07,2.08,2.1,2.14,1.947,2.0163061,2.09285771,2.11444284,2.02309356,2.34041746,2.1521074,2.01407164,1.96195534,1.93713667,1.82617,1.79987151,1.81783,1.79584568,1.80479822,1.64678,1.39517,1.36517,1.35347137,1.10097822,#N/A,#N/A
South Korea,#N/A,#N/A,#N/A,#N/A,#N/A,-0.13,-0.09,-0.081,-0.074,-0.096,-0.12,-0.098,-0.21,-0.24,-0.23,-0.24,-0.22,-0.15,-0.007,0.107,0.055,0.14011306,0.14782186,0.21913263,0.14588819,0.16917836,0.17248,0.21293,0.30032808,0.41658869,0.54649644,0.64889,0.65908,0.81157,0.84776,0.96263,0.96864,1.08419,1.14808,1.18808,#N/A,#N/A
South Sudan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.22811607,1.15770003,1.47762915,1.52638803,1.52459016,1.50235616,1.25863014,#N/A,#N/A
Spain,#N/A,0.13,0.039,0.13,0.46,0.37,0.4,0.47,0.44,0.46,0.39,0.37,0.42,0.43,0.34,0.35,0.31832877,0.26344262,0.226,0.25,0.22079452,0.23827549,0.27655267,0.27857596,0.33169768,0.37887169,0.37547151,0.38260521,0.28209945,0.27558667,0.29489986,0.54241603,0.52049123,0.53689732,0.72142986,0.71727315,0.72965055,0.71782667,0.68265055,0.67758205,#N/A,#N/A
Sri Lanka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.003,-0.004,-0.004,-0.003,-0.003,-0.004,-0.004,-0.003,-0.004,-0.004,-0.006,-0.005,-0.004,-0.004,-0.00440866,-0.00473989,-0.005264,-0.00550942,-0.00508346,-0.00554,-0.00424,-0.00637,-0.00604,-0.00618,-0.00551,-0.00328,-0.00562,-0.00679,-0.00438,-0.0032,-0.0032,-0.0032,-0.0032,#N/A,#N/A
Sudan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.002,-0.001,-0.000178846,0.000176776,0.000181801,-0.003,0.001,0.001,-0.001,#N/A,0.0179235,0.04779178,0.098,0.68709589,1.8698453,2.10834915,2.40493404,2.7187904,3.44842555,3.52407,3.81347589,4.66762603,4.79830546,4.85987055,4.8848774,4.55160274,0.94897481,1.3668734,1.16478838,1.11006334,1.07852585,1.05326206,0.97981,#N/A,#N/A
Suriname,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.01,0.02,0.02,0.03,0.04,0.039,0.035,0.05,0.05,0.06,0.07028767,0.07497268,0.05,0.07,0.1,0.09585332,0.0949617,0.0949617,0.09461662,0.0946111,0.09439,0.11018219,0.12960775,0.15267104,0.15419,0.14734,0.15555,0.15436333,0.14512,0.14737,0.16401,0.16401,0.16401,0.16148945,#N/A,#N/A
Swaziland,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00431,0.00551,0.00827,0.00827,0.00775,0.0081,0.00775,0.00775,0.00775,#N/A,#N/A
Sweden,#N/A,-0.062,-0.043,-0.034,-0.037,0.000579399,0.003,0.02,0.025,0.024,0.016,0.016,0.009,0.013,0.011,0.007,0.02,0.021,0.018,0.019,0.023,0.01566049,0.02070537,0.03500847,0.04118984,0.04608333,0.0395,0.0527,0.07272,0.09187,0.11191,0.10753,0.10852,0.10995,0.09548,0.13179,0.12696,0.12411,0.13733,0.13733,#N/A,#N/A
Switzerland,#N/A,0.011,0.013,0.011,0.011,0.013,0.016,0.017,0.016,0.014,0.012,0.012,0.014,0.012,0.014,0.016,0.016,0.017,0.02,0.022,0.02,0.01706527,0.01819014,0.0194969,0.0162806,0.03361022,0.03322,0.03955,0.03504,0.03748,0.03878,0.03646,0.03633,0.03052,0.0387,0.03818,0.02409,0.01496,0.02308,0.02308,#N/A,#N/A
Syria,#N/A,1.64,1.66,1.6,1.67,1.7,1.78,1.9,2.26,2.6,3.37,3.85,4.91,4.78,5.58,5.63321918,5.83672603,6.01090164,5.79532877,5.72169863,5.58173973,5.46784665,5.13375354,5.19780205,5.10162901,4.88063317,4.63793504,4.38827682,4.1187,4.00349604,4.00107775,4.15784962,3.69634343,1.67115508,0.72756918,0.30343219,0.35935,0.34601667,0.18677466,0.27935,#N/A,#N/A
Taiwan,#N/A,0.09,0.1,0.08,0.08,0.08,0.06,-0.022,0.000714945,-0.027,-0.053,-0.054,-0.061,-0.046,-0.047,-0.043,-0.07,-0.064,-0.07,-0.071,-0.077,-0.06374951,0.03605795,0.08363959,0.0789501,0.10597405,0.15719,0.20708,0.26283,0.16135,0.28492,0.27767,0.24608,0.27719,0.33016,0.32262,0.2959,0.29504,0.29504,0.29504,#N/A,#N/A
Tajikistan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.013,0.008,0.006,0.007,0.006,0.006,0.005,0.005,0.00392024,0.00329033,0.0031178,0.0035478,0.00252772,0.00282315,0.00303,0.00283307,0.00238243,0.00222995,0.0022,0.0022,0.00186746,0.00188,0.00196,0.00174616,0.00173,0.00173,0.00173,#N/A,#N/A
Thailand,#N/A,0.013,0.023,0.12,0.18,0.3,0.53,0.52,0.49,0.53,0.51,0.58,0.61,0.67,0.7,0.80869863,0.91126027,0.99984153,1.32838356,1.47087671,1.5890137,1.81853199,1.91792471,2.06421766,2.61065211,2.58609677,3.03653093,3.44022345,3.60551953,3.87811262,4.14047984,4.23389263,4.4897991,4.89727063,4.98293384,4.98321343,5.20400863,5.3132859,5.15472493,5.1690537,#N/A,#N/A
The Bahamas,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Togo,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Trinidad and Tobago,#N/A,2.14,2.43,1.83,1.63,1.73,1.78,1.66,1.56,1.56,1.53,1.49,1.52,1.4,1.4,1.378,1.38046575,1.36979235,1.31036986,1.29828767,1.38418904,1.40100136,1.32728972,1.44111584,1.61171006,1.51036868,1.707504,1.79414055,1.56518181,1.56634082,1.52946888,1.45723466,1.35631301,1.16003251,1.14601869,1.12764282,1.09529852,0.97725609,0.99488162,0.88136989,#N/A,#N/A
Tunisia,#N/A,1.1,1.18,1.2,1.2,1.2,1.14,1.11,1.09,1.08,1.1,0.98,1.09,1.14,1.02,0.95984932,0.90150685,0.87994536,0.84947945,0.81252055,0.84023288,0.80498928,0.72580983,0.78550142,0.77369134,0.81667036,0.76748,0.78240356,0.8588674,0.85489112,0.80954814,0.7885866,0.67098142,0.65719287,0.63601945,0.5308626,0.39634,0.41634,0.42250438,0.41064137,#N/A,#N/A
Turkey,#N/A,0.41,0.44,0.46,0.41,0.4,0.4,0.45,0.48,0.46,0.53,0.7,0.85,0.81,0.74,0.712,0.66179452,0.66177596,0.67517808,0.66154795,0.5849863,0.51419232,0.46828137,0.47088402,0.45815824,0.42928245,0.45965233,0.45049904,0.4584274,0.48683699,0.54596479,0.56863986,0.56516986,0.58386831,0.57888836,0.57367233,0.64046589,0.66308268,0.67209603,0.72968507,#N/A,#N/A
Turkmenistan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.1,0.91,0.87215068,0.82291781,0.89809836,1.06010959,1.26194521,1.54667123,1.56636069,1.67875298,1.92567916,2.00000851,2.13943159,1.96649849,1.77211781,1.80730575,1.89363563,1.97644219,2.03341603,2.24198096,2.4514271,2.61527986,2.74857959,2.78716493,2.66426689,2.80648,2.79823343,#N/A,#N/A
Uganda,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Ukraine,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.82,0.84,0.899,0.88,0.916,0.947,0.897,0.875,0.84891391,0.86748053,0.85459922,0.88844166,0.96885361,0.99387,1.07756,1.07711,0.99387311,0.93559104,0.83272142,0.79597636,0.81034672,0.74781742,0.65875036,0.59269014,0.55832437,0.53246795,0.56175562,#N/A,#N/A
United Arab Emirates,#N/A,17.47,15.38,13.43,12.72,12.79,13.56,15.15,16.86,16.95,19.9,22.52,25.31,24.1,23.05,23.43041096,23.95449315,24.39350273,24.79624658,25.1850137,23.37446575,25.7232543,25.00040828,23.86833131,26.60829579,27.66745084,28.44626658,29.4846863,29.47497,30.46370027,27.95043,28.15176,32.16539082,34.01343557,34.42494,35.44966781,36.80590055,37.72788273,37.28316082,37.90617452,#N/A,#N/A
United Kingdom,#N/A,16.74,18.74,21.64,24.3,26.52,27.11,27.35,26.13,24.43,19.97,19.82,19.95,20.45,21.44,26.54671233,28.18764384,28.92038251,28.14846575,29.18345205,29.82164384,25.67023456,25.94693699,25.6200667,23.91728253,20.74366967,18.62361425,16.91752619,16.90683836,15.90308617,15.09238871,14.12315926,11.69680562,10.09287702,9.34347984,9.21624458,10.20776493,10.83928369,10.71819342,11.53959068,#N/A,#N/A
United Republic of Tanzania,#N/A,16.74,18.74,21.64,24.3,26.52,27.11,27.35,26.13,24.43,19.97,19.82,19.95,20.45,21.44,26.54671233,28.18764384,28.92038251,28.14846575,29.18345205,29.82164384,25.67023456,25.94693699,25.6200667,23.91728253,20.74366967,18.62361425,16.91752619,16.90683836,15.90308617,15.09238871,14.12315926,11.69680562,10.09287702,9.34347984,9.21624458,10.20776493,10.83928369,10.71819342,11.53959068,#N/A,#N/A
United States of America,#N/A,108.09,107.39,107.83,107.88,111.07,111.92,109.05,106.48,104.73,98.8,96.78,98.83,97.68,96.02,94.13013699,93.99934247,94.44382514,94.60594521,92.78,89.93564384,90.57775957,89.57008216,89.98432877,87.65832877,87.22267762,83.27137027,83.14320496,84.66320373,85.63532538,91.36947778,96.97985655,101.5029338,111.4027316,123.9419185,141.5519995,151.4712048,148.3763951,156.4715363,179.361449,#N/A,#N/A
Uruguay,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.002,0.002,0.001,0.000845417,0.002,0.003,0.003,0.002,0.003,#N/A,0.002,0.005,0.005,0.005,0.00366194,0.00511377,0.00435027,0.00513488,0.00935744,0.00976,0.01037,0.00963,0.01001,0.00765,0.01335,0.01517,0.01741,0.02189,0.02365,0.02179,0.02217,0.02217,0.02217,#N/A,#N/A
Uzbekistan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.66,0.86,1.1539726,1.60283562,1.64019672,1.5770274,1.61194521,1.47439726,1.51916194,1.56043766,1.53255747,1.5599554,1.42007348,1.25333014,1.07496082,1.12495,1.09975503,0.72408967,0.91701627,1.02676932,1.02568601,0.94676,0.83986822,0.78689507,0.71470568,0.63618274,0.55804575,#N/A,#N/A
Vanuatu,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Venezuela,#N/A,22.46,21.77,19.73,18.74,18.72,17.57,18.9,18.57,20.08,20.25,22.62,25.1,25.2,26.34,27.96010959,29.82136986,31.74961749,35.17953425,34.09013699,31.08646575,34.607588,33.33988383,29.24204048,25.81428773,28.5516767,28.66930356,27.46533712,26.8199237,27.0168,27.10293,26.00048,26.84094,26.86079,26.84781,26.86597,25.90443973,23.55423552,20.78320685,15.41591918,#N/A,#N/A
Vietnam,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.008,0.05,0.15,0.32,0.5,0.8,1.06,1.2,1.40506849,1.7330137,1.7545082,1.91260274,2.45594521,2.9,3.16,3.56799427,3.39594521,3.52506849,4.03286885,3.72,3.66994521,3.24120548,3.11745902,3.42446192,3.12632151,3.15889767,3.45090448,3.48014712,3.19860397,3.44666096,3.13632727,2.83136425,2.53719986,#N/A,#N/A
West Bank,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Western Sahara,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Yemen,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.086,0.19,1.72,1.93,1.91,1.94,1.81,2.18,3.34919178,3.45158904,3.41337159,3.61816438,3.87668493,4.08650685,4.37231306,4.39974979,4.38840497,4.30709442,4.06240825,4.01934543,3.78176153,3.20039134,2.99698342,2.86081619,2.81107575,2.16760041,1.69000776,1.3080363,1.25101219,0.47893,0.21959667,0.12553274,0.33813548,#N/A,#N/A
Zambia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.001,0.002,0.005,0.002,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.002,#N/A,8.02108E-05,0.00125792,0.00130213,0.00140048,0.00149997,0.00159,0.00159,0.0019,0.0014,0.00142,0.0017,0.00186,0.00199,0.00164,0.00186,0.0017,0.0017,0.0017,0.0017,#N/A,#N/A
Zimbabwe,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0004,0.0006,#N/A,#N/A,0.0012,0.00039,0.00681,0.00714,0.00819,0.00819,0.00819,#N/A,#N/A
